,x,y,z
3461,492138.994,3968526.158,1299.571
3461,492073.363,3968568.946,1299.515
3462,492136.26,3968526.874,1299.537
3462,492075.606,3968568.431,1299.462
3463,492133.777,3968527.608,1299.504
3463,492078.424,3968567.614,1299.516
3464,492080.576,3968567.129,1299.526
3464,492131.26,3968528.345,1299.404
3465,492082.602,3968566.276,1299.481
3465,492128.775,3968529.028,1299.295
3466,492084.795,3968565.857,1299.546
3466,492126.64,3968529.382,1299.266
3467,492124.141,3968530.203,1299.168
3467,492086.942,3968565.66,1299.58
3468,492089.835,3968564.606,1299.627
3468,492121.711,3968530.946,1299.045
3469,492091.974,3968563.534,1299.593
3469,492119.27,3968531.711,1298.913
3470,492095.176,3968562.412,1299.648
3470,492116.676,3968532.414,1298.93
3471,492114.549,3968532.502,1298.79
3471,492097.438,3968561.855,1299.702
3472,492099.644,3968561.272,1299.726
3472,492112.133,3968532.984,1298.702
3473,492105.72,3968546.974,1299.155
3474,492105.67,3968546.704,1299.136
3475,492105.38,3968546.493,1299.11
3476,492105.176,3968546.393,1299.058
3477,492104.588,3968546.532,1299.061
3478,492104.293,3968546.721,1298.98
3479,492104.473,3968546.678,1299.012
3480,492090.44,3968538.165,1298.302
3480,492117.844,3968555.317,1299.664
3481,492087.651,3968539.403,1298.262
3481,492120.079,3968554.969,1299.795
3482,492085.272,3968540.084,1298.364
3482,492122.402,3968554.953,1299.848
3483,492083.283,3968540.697,1298.348
3483,492124.75,3968554.643,1299.913
3484,492081.24,3968541.359,1298.34
3484,492126.775,3968553.878,1299.965
3485,492078.511,3968542.299,1298.325
3485,492128.77,3968552.943,1300.003
3486,492131.066,3968552.292,1300.033
3486,492075.917,3968543.538,1298.343
3487,492073.387,3968544.387,1298.274
3487,492133.296,3968551.241,1300.153
3488,492070.848,3968545.208,1298.261
3488,492135.335,3968550.459,1300.227
3489,492068.371,3968546.154,1298.193
3489,492137.617,3968549.9,1300.312
3490,492066.114,3968547.05,1298.21
3490,492139.875,3968549.247,1300.453
3491,492063.57,3968548.38,1298.232
3491,492142.425,3968548.341,1300.532
3492,492144.854,3968547.576,1300.684
3492,492060.861,3968549.421,1298.292
3493,492147.232,3968547.099,1300.777
3493,492058.843,3968550.044,1298.315
3494,492056.338,3968550.607,1298.286
3494,492149.49,3968546.582,1300.876
3495,492054.063,3968551.461,1298.268
3495,492151.503,3968545.95,1300.94
3496,492153.672,3968545.668,1300.991
3496,492052.103,3968552.323,1298.316
3497,492049.705,3968552.391,1298.24
3497,492155.666,3968545.237,1301.041
3498,492157.926,3968544.751,1301.115
3498,492047.769,3968553.098,1298.239
3499,492045.232,3968552.696,1298.24
3499,492160.002,3968544.486,1301.191
3500,492162.201,3968544.012,1301.239
3500,492043.682,3968550.996,1298.089
3501,492042.612,3968549.111,1298.032
3501,492164.599,3968543.695,1301.244
3502,492042.757,3968551.554,1298.083
3502,492166.751,3968543.148,1301.254
3503,492042.511,3968553.564,1298.105
3503,492169.132,3968542.429,1301.324
3504,492040.494,3968554.148,1298.19
3504,492171.395,3968541.768,1301.27
3505,492037.683,3968554.943,1298.265
3505,492173.723,3968541.236,1301.375
3506,492176.132,3968540.649,1301.45
3506,492035.731,3968555.496,1298.29
3507,492178.272,3968540.24,1301.489
3507,492033.698,3968555.964,1298.287
3508,492180.266,3968539.971,1301.586
3508,492031.662,3968556.756,1298.284
3509,492029.729,3968557.662,1298.25
3509,492180.553,3968537.908,1301.667
3510,492180.132,3968534.886,1301.706
3510,492027.627,3968558.366,1298.209
3511,492179.649,3968532.816,1301.617
3511,492025.708,3968558.993,1298.19
3512,492179.018,3968530.851,1301.567
3512,492023.514,3968559.564,1298.164
3513,492176.189,3968529.909,1301.37
3513,492021.524,3968560.119,1298.128
3514,492173.89,3968530.317,1301.18
3514,492019.187,3968560.753,1298.042
3515,492171.758,3968530.661,1301.168
3515,492017.029,3968561.167,1298.007
3516,492169.072,3968531.109,1301.096
3516,492014.312,3968561.75,1297.909
3517,492166.277,3968531.797,1301.069
3517,492012.211,3968562.152,1297.869
3518,492163.548,3968532.349,1301.019
3518,492009.92,3968562.236,1297.85
3519,492161.137,3968532.856,1300.959
3519,492007.802,3968562.515,1297.769
3520,492158.64,3968533.588,1300.941
3520,492005.539,3968562.998,1297.706
3521,492156.216,3968534.349,1300.904
3521,492003.536,3968563.276,1297.691
3522,492153.98,3968535.014,1300.87
3522,492001.436,3968563.884,1297.626
3523,492151.55,3968535.544,1300.708
3523,491999.055,3968564.505,1297.581
3524,492149.049,3968536.138,1300.556
3524,491996.931,3968565.139,1297.548
3525,491994.648,3968565.764,1297.493
3525,492146.318,3968536.636,1300.339
3526,492143.68,3968537.118,1300.206
3526,491992.49,3968566.42,1297.51
3527,491990.289,3968567.157,1297.554
3527,492141.125,3968537.637,1300.012
3528,491988.297,3968567.878,1297.603
3528,492139.041,3968538.431,1300.045
3529,491985.521,3968568.828,1297.668
3529,492136.691,3968539.225,1299.938
3530,491983.445,3968569.924,1297.682
3530,492134.192,3968540.02,1299.855
3531,491981.559,3968571.056,1297.68
3531,492132.027,3968540.775,1299.779
3532,491978.809,3968572.184,1297.64
3532,492129.64,3968541.544,1299.759
3533,491976.144,3968573.228,1297.626
3533,492127.52,3968542.208,1299.651
3534,491973.979,3968573.87,1297.583
3534,492124.307,3968543.288,1299.508
3535,491971.813,3968574.347,1297.54
3535,492122.159,3968544.15,1299.499
3536,491969.935,3968573.583,1297.422
3536,492119.345,3968545.468,1299.401
3537,492117.2,3968546.559,1299.368
3537,491968.5,3968571.219,1297.155
3538,491966.256,3968569.93,1297.125
3538,492115.168,3968547.675,1299.342
3539,492113.086,3968548.578,1299.26
3539,491964.944,3968568.241,1296.865
3540,492110.873,3968549.701,1299.24
3540,491967.15,3968567.23,1296.927
3541,492108.588,3968550.86,1299.132
3541,491968.812,3968565.879,1297.056
3542,491971.337,3968564.504,1297.129
3542,492106.489,3968551.81,1299.193
3543,491973.728,3968563.446,1297.125
3543,492104.299,3968552.854,1299.226
3544,492101.979,3968553.874,1299.296
3544,491976.654,3968562.18,1297.198
3545,491979.472,3968560.969,1297.33
3545,492099.832,3968555.033,1299.473
3546,492097.717,3968556.102,1299.385
3546,491982.174,3968559.901,1297.313
3547,492095.624,3968556.819,1299.442
3547,491984.778,3968559.016,1297.272
3548,491986.882,3968558.145,1297.25
3548,492093.595,3968557.524,1299.416
3549,492091.036,3968558.611,1299.38
3549,491989.118,3968557.081,1297.159
3550,491991.208,3968556.158,1297.248
3550,492088.929,3968559.713,1299.432
3551,492086.828,3968560.582,1299.386
3551,491993.48,3968555.494,1297.311
3552,492084.493,3968561.069,1299.325
3552,491995.657,3968554.846,1297.325
3553,492082.168,3968561.826,1299.318
3553,491998.08,3968554.497,1297.43
3554,492000.386,3968554.434,1297.487
3554,492080.026,3968562.847,1299.324
3555,492077.743,3968563.828,1299.315
3555,492002.619,3968553.616,1297.456
3556,492075.581,3968564.805,1299.333
3556,492004.821,3968552.996,1297.526
3557,492007.096,3968552.515,1297.581
3557,492073.432,3968565.668,1299.352
3558,492071.157,3968566.637,1299.38
3558,492010,3968551.586,1297.588
3559,492012.262,3968551.112,1297.65
3559,492068.886,3968567.681,1299.4
3560,492066.449,3968568.596,1299.394
3560,492014.275,3968550.537,1297.683
3561,492016.622,3968550.04,1297.716
3561,492063.94,3968569.379,1299.399
3562,492061.394,3968570.271,1299.327
3562,492018.8,3968549.774,1297.763
3563,492058.94,3968571.283,1299.329
3563,492020.861,3968549.179,1297.768
3564,492023.055,3968548.852,1297.814
3564,492056.461,3968572.169,1299.322
3565,492025.922,3968548.042,1297.796
3565,492054.234,3968573.124,1299.298
3566,492028.352,3968547.409,1297.803
3566,492050.662,3968574.422,1299.255
3567,492030.592,3968546.901,1297.811
3567,492048.174,3968575.433,1299.246
3568,492032.884,3968546.146,1297.791
3568,492045.732,3968576.335,1299.239
3569,492035.113,3968545.315,1297.79
3569,492043.363,3968577.145,1299.197
3570,492037.144,3968544.753,1297.839
3570,492040.967,3968578.101,1299.109
3571,492038.81,3968579.288,1299.057
3571,492039.115,3968544.046,1297.853
3572,492036.533,3968580.422,1299.046
3572,492041.186,3968543.602,1297.881
3573,492043.283,3968542.604,1297.868
3573,492034.345,3968581.428,1299.061
3574,492045.561,3968542.001,1297.876
3574,492031.842,3968582.483,1298.991
3575,492047.916,3968541.429,1297.834
3575,492028.757,3968583.775,1298.969
3576,492050.271,3968540.965,1297.852
3576,492026.456,3968584.724,1298.886
3577,492052.418,3968540.142,1297.812
3577,492024.229,3968585.739,1298.951
3578,492054.743,3968539.124,1297.775
3578,492020.664,3968587.258,1298.912
3579,492057.087,3968538.546,1297.763
3579,492018.553,3968588.331,1298.944
3580,492059.613,3968537.838,1297.807
3580,492016.414,3968589.523,1298.931
3581,492014.368,3968590.669,1298.998
3581,492061.712,3968536.991,1297.868
3582,492064.056,3968536.473,1297.852
3582,492012.017,3968592.149,1298.981
3583,492010.082,3968593.467,1298.987
3583,492066.371,3968535.79,1297.925
3584,492007.856,3968594.777,1299.003
3584,492068.68,3968534.73,1297.918
3585,492006.114,3968596.102,1299.048
3585,492070.991,3968533.958,1297.869
3586,492073.503,3968533.11,1297.958
3586,492004.224,3968597.437,1299.11
3587,492075.625,3968532.447,1297.951
3587,492002.013,3968597.621,1299.175
3588,492077.855,3968531.676,1297.899
3588,491999.737,3968595.12,1299.008
3589,492079.813,3968530.998,1297.918
3589,491998.275,3968593.06,1298.826
3590,491999.418,3968590.951,1298.807
3590,492081.643,3968530.188,1297.922
3591,492000.905,3968589.14,1298.783
3591,492084.695,3968528.719,1297.919
3592,492086.729,3968528.002,1297.927
3592,492002.214,3968587.336,1298.71
3593,492004.213,3968586.031,1298.657
3593,492089.001,3968526.782,1298.037
3594,492006.199,3968584.851,1298.644
3594,492090.989,3968525.486,1298.043
3595,492008.243,3968583.514,1298.639
3595,492093.562,3968524.117,1298.022
3596,492010.297,3968582.693,1298.622
3596,492095.538,3968523.334,1298.109
3597,492012.476,3968581.825,1298.604
3597,492097.474,3968522.64,1298.13
3598,492099.58,3968522.104,1298.22
3598,492014.731,3968580.711,1298.522
3599,492016.907,3968579.91,1298.587
3599,492101.537,3968521.55,1298.252
3600,492103.51,3968521.013,1298.294
3600,492019.429,3968578.776,1298.631
3601,492105.681,3968520.322,1298.348
3601,492021.448,3968577.925,1298.605
3602,492023.768,3968576.861,1298.605
3602,492107.818,3968519.893,1298.383
3603,492109.941,3968519.193,1298.47
3603,492026.044,3968575.886,1298.606
3604,492112.182,3968518.834,1298.547
3604,492028.044,3968574.702,1298.675
3605,492114.549,3968518.252,1298.601
3605,492029.936,3968573.916,1298.685
3606,492032.152,3968572.97,1298.73
3606,492116.669,3968517.476,1298.717
3607,492118.863,3968516.909,1298.784
3607,492034.194,3968572.117,1298.796
3608,492036.535,3968571.108,1298.889
3608,492121.385,3968516.186,1298.852
3609,492123.889,3968515.334,1298.897
3609,492039.114,3968570.268,1298.948
3610,492126.536,3968514.678,1298.887
3610,492041.642,3968569.368,1298.943
3611,492129.294,3968514.364,1298.928
3611,492044,3968568.777,1298.963
3612,492046.09,3968567.956,1298.948
3612,492132.095,3968513.862,1298.959
3613,492048.123,3968567.334,1298.977
3613,492134.767,3968513.193,1299.08
3614,492136.739,3968512.535,1299.189
3614,492050.281,3968566.701,1299.081
3615,492052.478,3968565.92,1299.06
3615,492138.688,3968512.019,1299.237
3616,492141.506,3968511.212,1299.402
3616,492054.874,3968565.418,1299.1
3617,492057.116,3968565.017,1299.144
3617,492143.507,3968510.397,1299.535
3618,492059.365,3968564.421,1299.172
3618,492145.397,3968509.658,1299.669
3619,492061.647,3968563.801,1299.115
3619,492147.608,3968509.039,1299.751
3620,492149.892,3968508.41,1299.871
3620,492063.838,3968563.103,1299.151
3621,492152.302,3968507.811,1300.019
3621,492066.036,3968562.288,1299.1
3622,492068.434,3968561.577,1299.154
3622,492154.642,3968507.436,1300.132
3623,492156.987,3968506.914,1300.23
3623,492071.174,3968560.577,1299.105
3624,492160.69,3968506.317,1300.354
3624,492073.48,3968559.673,1299.034
3625,492075.669,3968558.817,1299.08
3625,492163.259,3968505.846,1300.371
3626,492165.524,3968505.494,1300.463
3626,492077.836,3968557.865,1299.079
3627,492080.004,3968557.362,1299.059
3627,492167.873,3968505.223,1300.543
3628,492083.975,3968556.117,1299.094
3628,492170.156,3968504.805,1300.552
3629,492172.489,3968504.637,1300.591
3629,492086.583,3968555.016,1299.091
3630,492174.627,3968504.394,1300.634
3630,492089.157,3968554.072,1299.117
3631,492091.802,3968553.281,1299.143
3631,492176.846,3968504.251,1300.732
3632,492178.986,3968504.227,1300.763
3632,492094.31,3968552.455,1299.167
3633,492181.58,3968504.304,1300.82
3633,492096.397,3968551.886,1299.092
3634,492098.59,3968551.328,1299.025
3635,492100.714,3968550.594,1298.965
3636,492102.929,3968549.793,1298.949
3637,492105.167,3968549.016,1298.954
3638,492107.607,3968548.055,1299.019
3639,492110.113,3968547.274,1299.111
3640,492112.696,3968546.335,1299.164
3641,492115.4,3968545.465,1299.229
3642,492118.008,3968544.755,1299.288
3643,492120.39,3968544.175,1299.495
3644,492122.808,3968543.454,1299.567
3645,492125.217,3968542.564,1299.632
3646,492127.919,3968541.486,1299.702
3647,492130.193,3968540.709,1299.707
3648,492132.551,3968540,1299.793
3649,492134.84,3968539.234,1299.884
3650,492137.269,3968538.691,1299.968
3651,492139.677,3968537.808,1300.077
3652,492142.15,3968536.829,1300.154
3653,492144.546,3968536.214,1300.292
3654,492146.714,3968535.758,1300.411
3655,492150.149,3968534.867,1300.617
3656,492152.458,3968534.505,1300.781
3657,492155.048,3968534.05,1300.925
3658,492157.336,3968533.625,1300.99
3659,492159.967,3968533.14,1300.999
3660,492162.588,3968532.554,1301.003
3661,492166.281,3968531.983,1301.042
3662,492170.083,3968531.33,1301.142
3663,492172.641,3968530.873,1301.198
3664,492174.967,3968530.444,1301.293
3665,492177.175,3968530.301,1301.34
3666,492179.559,3968530.155,1301.482
3667,492181.8,3968529.801,1301.584
3668,492182.866,3968527.766,1301.571
3669,492182.658,3968525.637,1301.446
3670,492180.292,3968525.238,1301.449
3671,492177.872,3968525.374,1301.306
3672,492175.107,3968525.457,1301.232
3673,492171.225,3968525.683,1301.065
3674,492168.994,3968525.825,1300.931
3675,492166.693,3968526.122,1300.875
3676,492163.087,3968526.583,1300.828
3677,492160.736,3968526.798,1300.877
3678,492158.057,3968527.119,1300.868
3679,492155.535,3968527.383,1300.8
3680,492152.922,3968527.779,1300.666
3681,492150.346,3968528.267,1300.483
3682,492147.849,3968528.78,1300.315
3683,492145.436,3968529.158,1300.168
3684,492143.269,3968529.475,1300.004
3685,492141.233,3968529.676,1299.902
3686,492138.978,3968530.073,1299.818
3687,492136.669,3968530.354,1299.758
3688,492133.968,3968530.587,1299.69
3689,492131.213,3968531.284,1299.61
3690,492128.447,3968531.888,1299.521
3691,492125.755,3968532.474,1299.375
3692,492123.084,3968533.025,1299.228
3693,492120.468,3968533.508,1299.107
3694,492117.895,3968534.143,1299.001
3695,492115.542,3968534.679,1298.949
3696,492113.097,3968535.194,1298.927
3697,492110.431,3968535.577,1298.817
3698,492108.123,3968535.935,1298.731
3699,492105.637,3968536.383,1298.664
3700,492103.207,3968537.513,1298.646
3701,492100.564,3968538.874,1298.572
3702,492097.742,3968539.877,1298.505
3703,492095.825,3968540.524,1298.497
3704,492093.845,3968541.082,1298.542
3705,492091.292,3968541.627,1298.568
3706,492089.3,3968542.117,1298.556
3707,492087.349,3968542.652,1298.57
3708,492085.349,3968543.237,1298.576
3709,492083.343,3968543.788,1298.562
3710,492081.451,3968544.526,1298.603
3711,492078.812,3968545.448,1298.593
3712,492076.482,3968546.24,1298.54
3713,492074.233,3968546.899,1298.538
3714,492071.54,3968547.569,1298.483
3715,492068.888,3968548.42,1298.454
3716,492066.575,3968549.826,1298.456
3717,492064.737,3968550.903,1298.461
3718,492062.721,3968551.667,1298.45
3719,492060.773,3968552.183,1298.455
3720,492058.213,3968552.642,1298.45
3721,492055.978,3968553.263,1298.436
3722,492053.351,3968554.162,1298.551
3723,492050.92,3968555.409,1298.573
3724,492047.978,3968555.074,1298.53
3725,492045.481,3968554.411,1298.535
3726,492044.939,3968556.582,1298.556
3727,492042.526,3968555.761,1298.521
3728,492041.028,3968554.29,1298.325
3729,492041.339,3968556.53,1298.43
3730,492038.921,3968557.766,1298.516
3731,492036.258,3968558.38,1298.476
3732,492033.705,3968559.598,1298.489
3733,492031.785,3968560.222,1298.495
3734,492029.946,3968561.07,1298.46
3735,492026.936,3968561.99,1298.399
3736,492024.641,3968562.748,1298.366
3737,492022.477,3968563.372,1298.277
3738,492020.264,3968563.886,1298.35
3739,492018.248,3968564.272,1298.28
3740,492015.697,3968564.666,1298.158
3741,492013.397,3968565.197,1298.112
3742,492011.38,3968565.712,1298.019
3743,492008.399,3968566.514,1297.892
3744,492005.475,3968567.241,1297.854
3745,492003.139,3968567.756,1297.849
3746,492000.937,3968568.12,1297.858
3747,491998.67,3968568.727,1297.8
3748,491996.263,3968569.32,1297.685
3749,491994.092,3968569.827,1297.771
3750,491991.644,3968570.494,1297.727
3751,491989.692,3968571.174,1297.82
3752,491987.67,3968572.169,1297.851
3753,491984.8,3968573.207,1297.814
3754,491982.478,3968574.456,1297.807
3755,491979.128,3968576.455,1297.786
3756,491977.236,3968577.508,1297.837
3757,491974.583,3968578.661,1297.788
3758,491971.597,3968579.844,1297.738
3759,491969.056,3968578.846,1297.661
3760,491967.196,3968577.225,1297.56
3761,491966.414,3968574.966,1297.443
3762,491966.731,3968572.664,1297.282
3763,491967.353,3968570.585,1297.244
3764,491970.136,3968569.52,1297.289
3765,491973.342,3968568.593,1297.379
3766,491975.633,3968567.901,1297.427
3767,491977.797,3968567.333,1297.431
3768,491980.047,3968566.645,1297.503
3769,491982.858,3968565.679,1297.617
3770,491984.901,3968565.099,1297.623
3771,491987.027,3968564.425,1297.55
3772,491989.308,3968563.648,1297.436
3773,491992.611,3968562.504,1297.428
3774,491994.9,3968561.94,1297.477
3775,491996.942,3968561.577,1297.568
3776,491999.064,3968561.159,1297.565
3777,492001.081,3968560.579,1297.619
3778,492003.769,3968559.772,1297.657
3779,492006.655,3968558.81,1297.757
3780,492009.071,3968558.18,1297.81
3781,492011.324,3968557.587,1297.821
3782,492013.429,3968556.953,1297.866
3783,492015.702,3968556.376,1297.915
3784,492017.928,3968555.931,1297.924
3785,492020.038,3968555.41,1297.97
3786,492022.119,3968554.84,1298.015
3787,492024.175,3968554.232,1298.03
3788,492026.25,3968553.543,1298.061
3789,492028.24,3968552.774,1298.093
3790,492030.563,3968552.018,1298.021
3791,492032.798,3968551.292,1298.017
3792,492035.055,3968550.525,1298.019
3793,492037.077,3968549.67,1298
3794,492039.456,3968548.818,1298.002
3795,492042.001,3968547.947,1297.998
3796,492044.211,3968547.188,1298.027
3797,492046.142,3968546.561,1298.015
3798,492048.416,3968545.878,1297.986
3799,492050.799,3968545.153,1298.032
3800,492053.064,3968544.533,1298.031
3801,492055.543,3968543.743,1298.008
3802,492057.949,3968543.133,1297.986
3803,492060.283,3968542.487,1297.994
3804,492062.583,3968542.027,1298.01
3805,492065.134,3968541.558,1298.065
3806,492067.261,3968540.989,1298.147
3807,492070.067,3968540.189,1298.097
3808,492072.25,3968539.335,1298.081
3809,492074.813,3968538.357,1298.072
3810,492077.145,3968537.166,1298.08
3811,492079.053,3968536.564,1298.056
3812,492081.366,3968535.75,1298.049
3813,492083.573,3968534.841,1298.116
3814,492085.813,3968534.028,1298.267
3815,492088.001,3968532.965,1298.066
3816,492090.201,3968531.083,1298.145
3817,492092.267,3968529.532,1298.165
3818,492094.533,3968528.951,1298.212
3819,492096.56,3968528.579,1298.235
3820,492099.435,3968527.96,1298.291
3821,492101.561,3968527.688,1298.337
3822,492104.386,3968526.857,1298.378
3823,492106.464,3968526.066,1298.458
3824,492109.322,3968525.54,1298.54
3825,492111.395,3968524.973,1298.594
3826,492113.408,3968524.366,1298.641
3827,492116.048,3968523.616,1298.757
3828,492118.787,3968522.885,1298.849
3829,492121.326,3968522.288,1299.035
3830,492124.271,3968521.845,1299.075
3831,492126.389,3968521.459,1299.213
3832,492128.372,3968521.2,1299.259
3833,492130.491,3968520.72,1299.294
3834,492132.571,3968520.13,1299.236
3835,492135.424,3968519.054,1299.271
3836,492137.64,3968518.324,1299.306
3837,492139.82,3968517.502,1299.34
3838,492141.893,3968516.886,1299.422
3839,492143.992,3968515.955,1299.548
3840,492145.936,3968515.339,1299.738
3841,492147.95,3968514.754,1299.842
3842,492150.053,3968514.13,1299.973
3843,492152.22,3968513.868,1300.11
3844,492154.393,3968513.479,1300.245
3845,492156.552,3968513.183,1300.299
3846,492159.805,3968512.996,1300.378
3847,492161.991,3968512.807,1300.446
3848,492165.017,3968512.492,1300.463
3849,492167.144,3968512.329,1300.536
3850,492169.431,3968512.457,1300.63
3851,492171.511,3968512.383,1300.685
3852,492173.63,3968512.156,1300.804
3853,492175.851,3968511.74,1300.855
3854,492177.882,3968511.393,1300.865
3855,492179.716,3968510.578,1300.947
3856,492182.303,3968509.466,1300.94
S1,492215.7,3968523.48,1301.894
